,number,title,subtitle,authors,publisher,published_date,category,distribution_expense
3319,9780130000000,Big Data Fundamentals,"Concepts, Drivers & Techniques","Thomas Erl, Wajid Khattak, Paul Buhler",Prentice Hall,2015-12-29,SQL,7.3
3320,1492093327,Practical Fraud Prevention,"Fraud and AML Analytics for Fintech and ECommerce, Using SQL and Python","Gilit Saporta, Shoshana Maraney",O'Reilly Media,2022-05-17,SQL,4.55
3321,9781260000000,Design of Secure IoT Systems: A Practical Approach Across Industries,,"Sumeet Arora, Ramachandra Gambheer, Meenakshi Vohra",McGraw Hill Professional,2021-07-16,SQL,5.6
3322,9781490000000,Streaming Systems,"The What, Where, When, and How of Large-Scale Data Processing","Tyler Akidau, Slava Chernyak, Reuven Lax","""O'Reilly Media, Inc.""",2018-07-16,SQL,4.22
3323,9780070000000,Numbersense: How to Use Big Data to Your Advantage,,Kaiser Fung,McGraw Hill Professional,2013-11-07,SQL,3.19
3324,9780130000000,An Introduction to Healthcare Informatics,Building Data-Driven Tools,Peter Mccaffrey,Academic Press,2020-08-17,SQL,6.9
3325,9781260000000,Microsoft Certified Azure Fundamentals All-in-One Exam Guide (Exam AZ-900),,Jack Hyman,McGraw Hill Professional,2021-08-27,SQL,7.3
3326,9781790000000,ASP.NET Core 2 High Performance,"Learn the secrets of developing high performance web applications using C# and ASP.NET Core 2 on Windows, Mac, and Linux",James Singleton,Packt Publishing Ltd,2017-11-10,SQL,4.55
3327,9781470000000,Handbook of Research on Innovative Database Query Processing Techniques,,"Yan, Li",IGI Global,2015-09-25,SQL,5.6
3328,9781430000000,Beginning Oracle SQL,,"Lex deHaan, Karen Morton, Tim Gorman, Inger Jorgensen, Daniel Fink, Andrew Morton",Apress,2011-01-28,SQL,4.22
3329,9781790000000,Julia: High Performance Programming,,"Ivo Balbaert, Avik Sengupta, Malcolm Sherrington",Packt Publishing Ltd,2016-11-28,SQL,3.19
3330,9783030000000,Advances in Information and Communication Networks,"Proceedings of the 2018 Future of Information and Communication Conference (FICC), Vol. 1","Kohei Arai, Supriya Kapoor, Rahul Bhatia",Springer,2018-05-12,SQL,6.9
3331,9780070000000,Oracle Data Integration: Tools for Harnessing Data,,"Michelle Malcher, Bobby Curtis, Chris Lawless",McGraw Hill Professional,2015-05-11,SQL,7.3
3332,9781790000000,ASP.NET Core 1.0 High Performance,,James Singleton,Packt Publishing Ltd,2016-06-27,SQL,4.55
3333,9780070000000,Using R to Unlock the Value of Big Data: Big Data Analytics with Oracle R Enterprise and Oracle R Connector for Hadoop,,"Mark Hornick, Tom Plunkett",McGraw Hill Professional,2013-06-27,SQL,5.6
3334,1430232285,Pro Oracle SQL,,"Karen Morton, Robyn Sands, Jared Still, Riyaj Shamsudeen, Kerry Osborne",Apress,2010-12-16,SQL,4.22
3335,9780310000000,Steps Toward Large-Scale Data Integration in the Sciences,Summary of a Workshop,"National Research Council, Policy and Global Affairs, Division on Engineering and Physical Sciences, Committee on Applied and Theoretical Statistics",National Academies Press,2010-01-08,SQL,3.19
3336,9781450000000,Optimizing Oracle Performance,A Practitioner's Guide to Optimizing Response Time,"Cary Millsap, Jeff Holt","""O'Reilly Media, Inc.""",2003-09-16,SQL,6.9
3337,9789390000000,Latest Trends of Information Technology,Machine Learning - Edition-II,Dr.Kashif Qureshi,Booksclinic Publishing,2019-07-20,SQL,7.3
3338,9783540000000,Data Management in Grids,"First VLDB Workshop, DMG 2005, Trondheim, Norway, September 2-3, 2005, Revised Selected Papers",Jean-Marc Pierson,Springer,2005-12-17,SQL,4.55
3339,9780080000000,Database Tuning,"Principles, Experiments, and Troubleshooting Techniques","Dennis Shasha, Philippe Bonnet",Elsevier,2002-07-06,SQL,5.6
3340,9781120000000,Wireless Communication Security,,"Manju Khari, Manisha Bharti, M. Niranjanamurthy",John Wiley & Sons,2023-02-14,SQL,4.55
3341,9783730000000,Flexible Integration and Efficient Analysis of Multidimensional Datasets from the Web,,"Kaempgen, Benedikt",KIT Scientific Publishing,2015-09-23,SQL,5.6
3342,9780990000000,Software and Mind,The Mechanistic Myth and Its Consequences,Andrei Sorin,Andsor Books,2013-01-01,SQL,4.22
3343,9781800000000,Mastering Defensive Security,"Effective techniques to secure your Windows, Linux, IoT, and cloud infrastructure","Cesar Bravo, Darren Kitchen",Packt Publishing Ltd,2022-06-01,SQL,3.19
3344,9781450000000,Mastering Perl for Bioinformatics,Perl Programming for Bioinformatics,James Tisdall,"""O'Reilly Media, Inc.""",2003-09-25,SQL,6.9
3345,72253649,Databases Demystified,,Andrew Oppel,McGraw Hill Professional,2004-02-27,SQL,7.3
3346,UCSD:31822035542547,Radio Sounding and Plasma Physics,"2007 Radio Plasma Imager Science Team Meeting, April 27, 2007; Radio Sounding and Plasma Physics Symposium, April 29, 2007; XI International Digisonde Forum, April 30 - May 3, 2007","Paul Song, John C. Foster, Michael Mendillo, Dieter Bilitza",American Institute of Physics,2008-02-14,SQL,4.55
3347,9781620000000,From VBA to VSTO,,Dr. Gerard M. Verschuuren,"Tickling Keys, Inc.",2006-01-04,SQL,5.6
3348,9783320000000,Advances in Digital Forensics XIV,"14th IFIP WG 11.9 International Conference, New Delhi, India, January 3-5, 2018, Revised Selected Papers","Gilbert Peterson, Sujeet Shenoi",Springer,2018-08-29,SQL,4.22
3349,9781490000000,Practical Statistics for Data Scientists,50 Essential Concepts,"Peter Bruce, Andrew Bruce","""O'Reilly Media, Inc.""",2017-10-05,statistics,3.19
3350,9781790000000,Statistics for Data Science,"Leverage the power of statistics for Data Analysis, Classification, Regression, Machine Learning, and Neural Networks",James D. Miller,Packt Publishing Ltd,2017-11-17,statistics,6.9
3351,303010530X,Statistics for Data Scientists,"An Introduction to Probability, Statistics, and Data Analysis","Maurits Kaptein, Edwin van den Heuvel",Springer,2022-02-27,statistics,7.3
3352,9789810000000,Statistics for Data Science and Policy Analysis,,Azizur Rahman,Springer Nature,2020-03-31,statistics,4.55
3353,9780430000000,Probability and Statistics for Data Science,Math + R + Data,Norman Matloff,CRC Press,2019-06-21,statistics,5.6
3354,9781000000000,Foundations of Statistics for Data Scientists,With R and Python,"Alan Agresti, Maria Kateri",CRC Press,2021-11-22,statistics,4.22
3355,9789810000000,Statistics and Data Science,"Research School on Statistics and Data Science, RSSDS 2019, Melbourne, VIC, Australia, July 24–26, 2019, Proceedings",Hien Nguyen,Springer Nature,2020-03-01,statistics,3.19
3356,9783320000000,New Advances in Statistics and Data Science,,"Ding-Geng Chen, Zhezhen Jin, Gang Li, Yi Li, Aiyi Liu, Yichuan Zhao",Springer,2018-01-17,statistics,6.9
